evaluation_round,canonical_pair_key,max_outcome_round_used,sample_count,integrated_primary_evidence,main_primary_evidence,integrated_support_evidence,recent_state,pg01,pg06,pg07,pg08,pair_state,core_eligible
369,1-20-38__19-33-45,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,1-20-38__5-12-33,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,12-33-45__5-19-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,12-33-45__5-20-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,19-32-45__5-12-33,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,19-32-45__5-20-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,19-33-45__5-20-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,20-32-45__5-12-33,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,20-32-45__5-19-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
369,20-33-45__5-19-38,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
376,4-13-25__5-14-26,369,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
376,4-13-25__5-18-26,369,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
376,4-13-25__5-26-34,369,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
376,4-13-25__5-26-37,369,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-26-38__4-9-17,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-26-38__4-9-42,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-26-38__4-9-45,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-26-45__4-9-17,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-26-45__4-9-42,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-9-45__4-26-38,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-9-45__4-26-42,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,1-9-45__5-26-38,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,4-9-17__5-26-38,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,4-9-42__5-26-38,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
378,4-9-45__5-26-38,376,2,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-39__3-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-39__3-30-45,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-39__4-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-39__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-45__3-30-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-45__3-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-45__4-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-27-45__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-39__3-27-45,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-39__4-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-39__4-27-45,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-39__5-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-45__3-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-45__4-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-45__4-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-45__5-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,2-30-45__5-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-27-39__4-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-27-39__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-27-45__4-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-27-45__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-39__4-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-39__4-27-45,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-39__5-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-42__4-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-42__4-27-45,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-42__5-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-45__4-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-45__4-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-45__5-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,3-30-45__5-27-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,4-27-39__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,4-27-45__5-30-42,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
379,4-30-42__5-27-39,378,3,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__14-17-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__14-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__17-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__17-25-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__3-14-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__3-17-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__3-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__3-25-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__3-27-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__4-17-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__4-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__5-17-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-19-42__5-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__14-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__3-14-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__3-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__4-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__5-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-21-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__14-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__21-27-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__3-14-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__3-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__4-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__5-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-25-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__14-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__3-14-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__3-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__4-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__5-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,10-27-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-39__21-27-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-42__3-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-42__3-25-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-42__3-27-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-42__4-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-17-42__5-21-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__3-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__4-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__5-17-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,14-21-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-21-39__3-14-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-21-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-21-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-21-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-25-39__21-27-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-25-39__3-14-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-25-39__3-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-25-39__4-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,17-25-39__5-19-42,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
384,21-27-42__3-14-39,379,4,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT_SAMPLE,FAIL,FAIL,FAIL,FAIL,PAIR_RESEARCH_HOLD,0
